# THIS FILE SHOULD NEVER BE EDITED !!!!!!!!!!!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
id,name,symbol,nuclear_spin,abundance,nucleon,proton,neutron,group,period,block,serie,state,family,ionization_energy,configuration,url,equal,b_coherent,b_incoherent,b_incoherent2,xs_coherent,xs_incoherent,xs_scattering,xs_absorption,atomic_number,atomic_weight,vdw_radius,covalent_radius,atomic_radius,electronegativity,electroaffinity,charge,color,xray_asf_a1,xray_asf_a2,xray_asf_a3,xray_asf_a4,xray_asf_c,xray_asf_b1,xray_asf_b2,xray_asf_b3,xray_asf_b4
type,str,str,int,float,int,int,int,int,int,str,int,str,str,float,str,str,float,float,float,float,float,float,float,float,int,float,float,float,float,float,float,int,str,float,float,float,float,float,float,float,float,float
Ge76,germanium,Ge,0,7.8,76,32,44,14,4,p,5,solid,metalloid,1910.07492,[Ar] 4s2 4d10 4p2,http://en.wikipedia.org/wiki/Germanium,1,0.000082,0,0,8.00E-010,0,8.00E-010,1.60E-011,32,75.9214027,0.2,0.117,0.152,2.01,298.0697616,0,1;1;1,16.0816,6.3747,3.7068,3.683,2.1313,0.028509,0.002516,0.114468,0.547625
As,arsenic,As,####,100,####,33,####,15,4,p,5,solid,metalloid,2366.88348,[Ar] 4s2 4d10 4p3,http://en.wikipedia.org/wiki/Arsenic,1,0.0000658,-0.0000069,4.761E-011,5.44E-010,6.00E-012,5.50E-010,4.50E-010,33,74.9215964,0.185,0.121,0.133,2.18,196.8252,0,1;1;1,16.6723,6.0701,3.4313,4.2779,2.531,0.026345,0.002647,0.129479,0.477972
As75,arsenic,As,1.5,100,75,33,42,15,4,p,5,solid,metalloid,2366.88348,[Ar] 4s2 4d10 4p3,http://en.wikipedia.org/wiki/Arsenic,1,0.0000658,-0.0000069,4.761E-011,5.44E-010,6.00E-012,5.50E-010,4.50E-010,33,74.9215964,0.185,0.121,0.133,2.18,196.8252,0,1;1;1,16.6723,6.0701,3.4313,4.2779,2.531,0.026345,0.002647,0.129479,0.477972
Se,selenium,Se,####,100,####,34,####,16,4,p,1,solid,non metal,2358.13032,[Ar] 4s2 4d10 4p4,http://en.wikipedia.org/wiki/Selenium,1,0.0000797,1.60E-005,2.56E-010,7.98E-010,3.20E-011,8.30E-010,1.17E-009,34,78.96,0.19,0.122,0.122,2.55,488.598006,0,1;1;1,17.0006,5.8196,3.9731,4.3543,2.8409,0.024098,0.002726,0.152372,0.438163
Se74,selenium,Se,0,0.9,74,34,40,16,4,p,1,solid,non metal,2358.13032,[Ar] 4s2 4d10 4p4,http://en.wikipedia.org/wiki/Selenium,1,0.000008,0,0,1.00E-011,0,1.00E-011,5.18E-009,34,73.9224766,0.19,0.122,0.122,2.55,488.598006,0,1;1;1,17.0006,5.8196,3.9731,4.3543,2.8409,0.024098,0.002726,0.152372,0.438163
Se76,selenium,Se,0,9,76,34,42,16,4,p,1,solid,non metal,2358.13032,[Ar] 4s2 4d10 4p4,http://en.wikipedia.org/wiki/Selenium,1,0.000122,0,0,1.87E-009,0,1.87E-009,8.50E-009,34,75.9192141,0.19,0.122,0.122,2.55,488.598006,0,1;1;1,17.0006,5.8196,3.9731,4.3543,2.8409,0.024098,0.002726,0.152372,0.438163
Se77,selenium,Se,0,7.6,77,34,43,16,4,p,1,solid,non metal,2358.13032,[Ar] 4s2 4d10 4p4,http://en.wikipedia.org/wiki/Selenium,1,0.0000825,0.000006,3.6E-011,8.60E-010,5.00E-012,8.65E-010,4.20E-009,34,76.9199146,0.19,0.122,0.122,2.55,488.598006,0,1;1;1,17.0006,5.8196,3.9731,4.3543,2.8409,0.024098,0.002726,0.152372,0.438163
Se78,selenium,Se,0,23.5,78,34,44,16,4,p,1,solid,non metal,2358.13032,[Ar] 4s2 4d10 4p4,http://en.wikipedia.org/wiki/Selenium,1,0.0000824,0,0,8.50E-010,0,8.50E-010,4.30E-011,34,77.9173095,0.19,0.122,0.122,2.55,488.598006,0,1;1;1,17.0006,5.8196,3.9731,4.3543,2.8409,0.024098,0.002726,0.152372,0.438163
Se80,selenium,Se,0,49.6,80,34,46,16,4,p,1,solid,non metal,2358.13032,[Ar] 4s2 4d10 4p4,http://en.wikipedia.org/wiki/Selenium,1,0.0000748,0,0,7.03E-010,0,7.03E-010,6.10E-011,34,79.9165218,0.19,0.122,0.122,2.55,488.598006,0,1;1;1,17.0006,5.8196,3.9731,4.3543,2.8409,0.024098,0.002726,0.152372,0.438163
Se82,selenium,Se,0,9.4,82,34,48,16,4,p,1,solid,non metal,2358.13032,[Ar] 4s2 4d10 4p4,http://en.wikipedia.org/wiki/Selenium,1,0.0000634,0,0,5.05E-010,0,5.05E-010,4.40E-012,34,81.9167,0.19,0.122,0.122,2.55,488.598006,0,1;1;1,17.0006,5.8196,3.9731,4.3543,2.8409,0.024098,0.002726,0.152372,0.438163
Br,bromine,Br,####,100,####,35,####,17,4,p,6,liquid,halogen,2856.57684,[Ar] 4s2 4d10 4p5,http://en.wikipedia.org/wiki/Bromine,1,0.00006795,8.92E-006,7.95664E-011,5.80E-010,1.00E-011,5.90E-010,6.90E-010,35,79.904,0.185,0.121,0.112,2.96,813.3155784,0,226;114;91,17.1789,5.2358,5.6377,3.9851,2.9557,0.021723,0.165796,0.002609,0.414328
Br79,bromine,Br,1.5,50.69,79,35,44,17,4,p,6,liquid,halogen,2856.57684,[Ar] 4s2 4d10 4p5,http://en.wikipedia.org/wiki/Bromine,1,0.000068,-0.000011,1.21E-010,5.81E-010,1.50E-011,5.96E-010,1.10E-009,35,78.9183376,0.185,0.121,0.112,2.96,813.3155784,0,1;1;1,17.1789,5.2358,5.6377,3.9851,2.9557,0.021723,0.165796,0.002609,0.414328
Br81,bromine,Br,1.5,49.31,81,35,46,17,4,p,6,liquid,halogen,2856.57684,[Ar] 4s2 4d10 4p5,http://en.wikipedia.org/wiki/Bromine,1,0.0000679,0.000006,3.6E-011,5.79E-010,5.00E-012,5.84E-010,2.70E-010,35,80.916291,0.185,0.121,0.112,2.96,813.3155784,0,1;1;1,17.1789,5.2358,5.6377,3.9851,2.9557,0.021723,0.165796,0.002609,0.414328
Kr,krypton,Kr,####,100,####,36,####,18,4,p,2,gas,noble gas,3385.10328,[Ar] 4s2 4d10 4p6,http://en.wikipedia.org/wiki/Krypton,1,0.0000781,2.82E-006,7.9524E-012,7.67E-010,1.00E-012,7.68E-010,2.50E-009,36,83.8,0.202,0.15,0.103,3,####,0,1;1;1,17.3555,6.7286,5.5493,3.5375,2.825,0.019384,0.165623,0.002261,0.393972
Kr78,krypton,Kr,0,0.35,78,36,42,18,4,p,2,gas,noble gas,3385.10328,[Ar] 4s2 4d10 4p6,http://en.wikipedia.org/wiki/Krypton,1,####,0,0,####,0,####,6.40E-010,36,77.920386,0.202,0.15,0.103,3,####,0,1;1;1,17.3555,6.7286,5.5493,3.5375,2.825,0.019384,0.165623,0.002261,0.393972
Kr80,krypton,Kr,0,2.25,80,36,44,18,4,p,2,gas,noble gas,3385.10328,[Ar] 4s2 4d10 4p6,http://en.wikipedia.org/wiki/Krypton,1,####,0,0,####,0,####,1.18E-009,36,79.916378,0.202,0.15,0.103,3,####,0,1;1;1,17.3555,6.7286,5.5493,3.5375,2.825,0.019384,0.165623,0.002261,0.393972
Kr82,krypton,Kr,0,11.6,82,36,46,18,4,p,2,gas,noble gas,3385.10328,[Ar] 4s2 4d10 4p6,http://en.wikipedia.org/wiki/Krypton,1,####,0,0,####,0,####,2.90E-009,36,81.9134846,0.202,0.15,0.103,3,####,0,1;1;1,17.3555,6.7286,5.5493,3.5375,2.825,0.019384,0.165623,0.002261,0.393972
Kr83,krypton,Kr,4.5,11.5,83,36,47,18,4,p,2,gas,noble gas,3385.10328,[Ar] 4s2 4d10 4p6,http://en.wikipedia.org/wiki/Krypton,1,####,####,####,####,####,####,1.85E-008,36,82.914136,0.202,0.15,0.103,3,####,0,1;1;1,17.3555,6.7286,5.5493,3.5375,2.825,0.019384,0.165623,0.002261,0.393972
Kr84,krypton,Kr,0,57,84,36,48,18,4,p,2,gas,noble gas,3385.10328,[Ar] 4s2 4d10 4p6,http://en.wikipedia.org/wiki/Krypton,1,####,0,0,####,0,6.60E-010,1.13E-011,36,83.911507,0.202,0.15,0.103,3,####,0,1;1;1,17.3555,6.7286,5.5493,3.5375,2.825,0.019384,0.165623,0.002261,0.393972
Kr86,krypton,Kr,0,17.3,86,36,50,18,4,p,2,gas,noble gas,3385.10328,[Ar] 4s2 4d10 4p6,http://en.wikipedia.org/wiki/Krypton,1,0.000081,0,0,8.20E-010,0,8.20E-010,3.00E-013,36,85.9106103,0.202,0.15,0.103,3,####,0,1;1;1,17.3555,6.7286,5.5493,3.5375,2.825,0.019384,0.165623,0.002261,0.393972
Rb,rubidium,Rb,####,100,####,37,####,1,5,s,3,solid,alkali metal,1010.02278,[Kr] 5s1,http://en.wikipedia.org/wiki/Rubidium,1,0.0000709,1.99E-005,3.9601E-010,6.32E-010,5.00E-011,6.80E-010,3.80E-011,37,85.4678,0.2,0.22,0.298,0.82,117.4944888,0,1;1;1,17.1784,9.6435,5.1399,1.5292,3.4873,0.017888,0.173151,0.002748,1.64934
Rb85,rubidium,Rb,2.5,72.17,85,37,48,1,5,s,3,solid,alkali metal,1010.02278,[Kr] 5s1,http://en.wikipedia.org/wiki/Rubidium,1,0.0000703,1.99E-005,3.9601E-010,6.20E-010,5.00E-011,6.70E-010,4.80E-011,37,84.9117893,0.2,0.22,0.298,0.82,117.4944888,0,1;1;1,17.1784,9.6435,5.1399,1.5292,3.4873,0.017888,0.173151,0.002748,1.64934
Rb87,rubidium,Rb,1.5,27.83,87,37,50,1,5,s,3,solid,alkali metal,1010.02278,[Kr] 5s1,http://en.wikipedia.org/wiki/Rubidium,1,0.0000723,1.99E-005,3.9601E-010,6.60E-010,5.00E-011,7.10E-010,1.20E-011,37,86.9091835,0.2,0.22,0.298,0.82,117.4944888,0,1;1;1,17.1784,9.6435,5.1399,1.5292,3.4873,0.017888,0.173151,0.002748,1.64934
Sr,strontium,Sr,####,100,####,38,####,2,5,s,4,solid,alkaline earth metal,1377.02682,[Kr] 5s2,http://en.wikipedia.org/wiki/Strontium,1,0.0000702,6.91E-006,4.77481E-011,6.19E-010,6.00E-012,6.25E-010,1.28E-010,38,87.62,0.2,0.195,0.245,0.95,12.588108,0,1;1;1,17.5663,9.8184,5.422,2.6694,2.5064,0.015564,0.140988,0.001664,1.32376
Sr84,strontium,Sr,0,0.56,84,38,46,2,5,s,4,solid,alkaline earth metal,1377.02682,[Kr] 5s2,http://en.wikipedia.org/wiki/Strontium,1,0.00007,0,0,6.00E-010,0,6.00E-010,8.70E-011,38,83.913425,0.2,0.195,0.245,0.95,12.588108,0,1;1;1,17.5663,9.8184,5.422,2.6694,2.5064,0.015564,0.140988,0.001664,1.32376
Sr86,strontium,Sr,0,9.86,86,38,48,2,5,s,4,solid,alkaline earth metal,1377.02682,[Kr] 5s2,http://en.wikipedia.org/wiki/Strontium,1,0.0000567,0,0,4.04E-010,0,4.04E-010,1.04E-010,38,85.9092624,0.2,0.195,0.245,0.95,12.588108,0,1;1;1,17.5663,9.8184,5.422,2.6694,2.5064,0.015564,0.140988,0.001664,1.32376
Sr87,strontium,Sr,4.5,7,87,38,49,2,5,s,4,solid,alkaline earth metal,1377.02682,[Kr] 5s2,http://en.wikipedia.org/wiki/Strontium,1,0.000074,1.99E-005,3.9601E-010,6.88E-010,5.00E-011,7.40E-010,1.60E-009,38,86.9088793,0.2,0.195,0.245,0.95,12.588108,0,1;1;1,17.5663,9.8184,5.422,2.6694,2.5064,0.015564,0.140988,0.001664,1.32376
Sr88,strontium,Sr,0,82.58,88,38,50,2,5,s,4,solid,alkaline earth metal,1377.02682,[Kr] 5s2,http://en.wikipedia.org/wiki/Strontium,1,0.0000715,0,0,6.42E-010,0,6.42E-010,5.80E-012,38,87.9056143,0.2,0.195,0.245,0.95,12.588108,0,1;1;1,17.5663,9.8184,5.422,2.6694,2.5064,0.015564,0.140988,0.001664,1.32376
Y,yttrium,Y,####,100,####,39,####,3,5,d,8,solid,transition metal,1503.34314,[Kr] 5s2 3d1,http://en.wikipedia.org/wiki/Yttrium,1,0.0000775,0.000011,1.21E-010,7.55E-010,1.50E-011,7.70E-010,1.28E-010,39,88.9058479,0.2,0.19,0.227,1.22,74.2326,0,1;1;1,17.776,10.2946,5.72629,3.26588,1.91213,0.014029,0.128006,0.00125599,1.04354
Y89,yttrium,Y,0.5,100,89,39,50,3,5,d,8,solid,transition metal,1503.34314,[Kr] 5s2 3d1,http://en.wikipedia.org/wiki/Yttrium,1,0.0000775,0.000011,1.21E-010,7.55E-010,1.50E-011,7.70E-010,1.28E-010,39,88.9058479,0.2,0.19,0.227,1.22,74.2326,0,1;1;1,17.776,10.2946,5.72629,3.26588,1.91213,0.014029,0.128006,0.00125599,1.04354
Zr,zirconium,Zr,####,100,####,40,####,4,5,d,8,solid,transition metal,1604.07702,[Kr] 5s2 3d2,http://en.wikipedia.org/wiki/Zirconium,1,0.0000716,3.99E-006,1.59201E-011,6.44E-010,2.00E-012,6.46E-010,1.85E-011,40,91.224,0.2,0.175,0.216,1.33,103.0068,0,1;1;1,17.8765,10.948,5.41732,3.65721,2.06929,0.0127618,0.11916,0.00117622,0.876627
Zr90,zirconium,Zr,0,51.45,90,40,50,4,5,d,8,solid,transition metal,1604.07702,[Kr] 5s2 3d2,http://en.wikipedia.org/wiki/Zirconium,1,0.000064,0,0,5.10E-010,0,5.10E-010,1.10E-012,40,89.9047037,0.2,0.175,0.216,1.33,103.0068,0,1;1;1,17.8765,10.948,5.41732,3.65721,2.06929,0.0127618,0.11916,0.00117622,0.876627
Zr91,zirconium,Zr,2.5,11.32,91,40,51,4,5,d,8,solid,transition metal,1604.07702,[Kr] 5s2 3d2,http://en.wikipedia.org/wiki/Zirconium,1,0.000087,-0.0000108,1.1664E-010,9.50E-010,1.50E-011,9.70E-010,1.17E-010,40,90.905645,0.2,0.175,0.216,1.33,103.0068,0,1;1;1,17.8765,10.948,5.41732,3.65721,2.06929,0.0127618,0.11916,0.00117622,0.876627
Zr92,zirconium,Zr,0,17.19,92,40,52,4,5,d,8,solid,transition metal,1604.07702,[Kr] 5s2 3d2,http://en.wikipedia.org/wiki/Zirconium,1,0.000074,0,0,6.90E-010,0,6.90E-010,2.20E-011,40,91.9050401,0.2,0.175,0.216,1.33,103.0068,0,1;1;1,17.8765,10.948,5.41732,3.65721,2.06929,0.0127618,0.11916,0.00117622,0.876627
Zr94,zirconium,Zr,0,17.28,94,40,54,4,5,d,8,solid,transition metal,1604.07702,[Kr] 5s2 3d2,http://en.wikipedia.org/wiki/Zirconium,1,0.000082,0,0,8.40E-010,0,8.40E-010,4.99E-012,40,93.9063158,0.2,0.175,0.216,1.33,103.0068,0,1;1;1,17.8765,10.948,5.41732,3.65721,2.06929,0.0127618,0.11916,0.00117622,0.876627
Zr96,zirconium,Zr,0,2.76,96,40,56,4,5,d,8,solid,transition metal,1604.07702,[Kr] 5s2 3d2,http://en.wikipedia.org/wiki/Zirconium,1,0.000055,0,0,3.80E-010,0,3.80E-010,2.29E-012,40,95.908276,0.2,0.175,0.216,1.33,103.0068,0,1;1;1,17.8765,10.948,5.41732,3.65721,2.06929,0.0127618,0.11916,0.00117622,0.876627
Nb,niobium,Nb,####,100,####,41,####,5,5,d,8,solid,transition metal,1634.30202,[Kr] 5s2 4d3,http://en.wikipedia.org/wiki/Niobium,1,0.00007054,-0.00000139,1.9321E-012,6.25E-010,2.40E-013,6.26E-010,1.15E-010,41,92.9063775,0.2,0.164,0.208,1.6,215.9274,0,1;1;1,17.6142,12.0144,4.04183,3.53346,3.75591,0.0118865,0.11766,0.00204785,0.697957
Nb93,niobium,Nb,4.5,100,93,41,52,5,5,d,8,solid,transition metal,1634.30202,[Kr] 5s2 4d3,http://en.wikipedia.org/wiki/Niobium,1,0.00007054,-0.00000139,1.9321E-012,6.25E-010,2.40E-013,6.26E-010,1.15E-010,41,92.9063775,0.2,0.164,0.208,1.6,215.9274,0,1;1;1,17.6142,12.0144,4.04183,3.53346,3.75591,0.0118865,0.11766,0.00204785,0.697957
Mo,molybdenum,Mo,####,100,####,42,####,6,5,d,8,solid,transition metal,1714.94232,[Kr] 5s2 4d4,http://en.wikipedia.org/wiki/Molybdenum,1,0.00006715,5.64E-006,3.18096E-011,5.67E-010,4.00E-012,5.71E-010,2.48E-010,42,95.94,0.2,0.154,0.201,2.16,180.67296,0,1;1;1,3.7025,17.2356,12.8876,3.7429,4.3875,0.002772,0.010958,0.11004,0.616584
Mo92,molybdenum,Mo,0,14.84,92,42,50,6,5,d,8,solid,transition metal,1714.94232,[Kr] 5s2 4d4,http://en.wikipedia.org/wiki/Molybdenum,1,0.0000691,0,0,6.00E-010,0,6.00E-010,1.90E-012,42,91.90681,0.2,0.154,0.201,2.16,180.67296,0,1;1;1,3.7025,17.2356,12.8876,3.7429,4.3875,0.002772,0.010958,0.11004,0.616584
Mo94,molybdenum,Mo,0,9.25,94,42,52,6,5,d,8,solid,transition metal,1714.94232,[Kr] 5s2 4d4,http://en.wikipedia.org/wiki/Molybdenum,1,0.000068,0,0,5.81E-010,0,5.81E-010,1.50E-012,42,93.9050876,0.2,0.154,0.201,2.16,180.67296,0,1;1;1,3.7025,17.2356,12.8876,3.7429,4.3875,0.002772,0.010958,0.11004,0.616584
Mo95,molybdenum,Mo,2.5,15.92,95,42,53,6,5,d,8,solid,transition metal,1714.94232,[Kr] 5s2 4d4,http://en.wikipedia.org/wiki/Molybdenum,1,0.0000691,1.99E-005,3.9601E-010,6.00E-010,5.00E-011,6.50E-010,1.31E-009,42,94.9058415,0.2,0.154,0.201,2.16,180.67296,0,1;1;1,3.7025,17.2356,12.8876,3.7429,4.3875,0.002772,0.010958,0.11004,0.616584
Mo96,molybdenum,Mo,0,16.68,96,42,54,6,5,d,8,solid,transition metal,1714.94232,[Kr] 5s2 4d4,http://en.wikipedia.org/wiki/Molybdenum,1,0.000062,0,0,4.83E-010,0,4.83E-010,5.00E-011,42,95.9046789,0.2,0.154,0.201,2.16,180.67296,0,1;1;1,3.7025,17.2356,12.8876,3.7429,4.3875,0.002772,0.010958,0.11004,0.616584
Mo97,molybdenum,Mo,2.5,9.55,97,42,55,6,5,d,8,solid,transition metal,1714.94232,[Kr] 5s2 4d4,http://en.wikipedia.org/wiki/Molybdenum,1,0.0000724,1.99E-005,3.9601E-010,6.59E-010,5.00E-011,7.10E-010,2.50E-010,42,96.906021,0.2,0.154,0.201,2.16,180.67296,0,1;1;1,3.7025,17.2356,12.8876,3.7429,4.3875,0.002772,0.010958,0.11004,0.616584
Mo98,molybdenum,Mo,0,24.13,98,42,56,6,5,d,8,solid,transition metal,1714.94232,[Kr] 5s2 4d4,http://en.wikipedia.org/wiki/Molybdenum,1,0.0000658,0,0,5.44E-010,0,5.44E-010,1.27E-011,42,97.9054078,0.2,0.154,0.201,2.16,180.67296,0,1;1;1,3.7025,17.2356,12.8876,3.7429,4.3875,0.002772,0.010958,0.11004,0.616584
Mo100,molybdenum,Mo,0,9.63,100,42,58,6,5,d,8,solid,transition metal,1714.94232,[Kr] 5s2 4d4,http://en.wikipedia.org/wiki/Molybdenum,1,0.0000673,0,0,5.69E-010,0,5.69E-010,4.00E-011,42,99.907477,0.2,0.154,0.201,2.16,180.67296,0,1;1;1,3.7025,17.2356,12.8876,3.7429,4.3875,0.002772,0.010958,0.11004,0.616584
Tc,technetium,Tc,####,100,####,43,####,7,5,d,8,solid,transition metal,1760.304,[Kr] 5s2 4d5,http://en.wikipedia.org/wiki/Technetium,1,0.000068,1.99E-005,3.9601E-010,5.80E-010,5.00E-011,6.30E-010,0.000000002,43,98,0.2,0.147,0.195,1.9,132.99,0,1;1;1,19.1301,11.0948,4.64901,2.71263,5.40428,0.00864132,0.0814487,0.215707,0.868472
Tc99,technetium,Tc,4.5,####,99,43,56,7,5,d,8,solid,transition metal,1760.304,[Kr] 5s2 4d5,http://en.wikipedia.org/wiki/Technetium,1,0.000068,1.99E-005,3.9601E-010,5.80E-010,5.00E-011,6.30E-010,0.000000002,43,98,0.2,0.147,0.195,1.9,132.99,0,1;1;1,19.1301,11.0948,4.64901,2.71263,5.40428,0.00864132,0.0814487,0.215707,0.868472
Ru,ruthenium,Ru,####,100,####,44,####,8,5,d,8,solid,transition metal,1779.7689,[Kr] 5s2 4d6,http://en.wikipedia.org/wiki/Ruthenium,1,0.0000703,1.78E-005,3.1684E-010,6.21E-010,4.00E-011,6.60E-010,2.56E-010,44,101.07,0.2,0.146,0.189,2.2,253.014684,0,1;1;1,19.2674,12.9182,4.86337,1.56756,5.37874,0.0080852,0.0843467,0.247997,0.942928
Ru96,ruthenium,Ru,0,5.5,96,44,52,8,5,d,8,solid,transition metal,1779.7689,[Kr] 5s2 4d6,http://en.wikipedia.org/wiki/Ruthenium,1,####,0,0,####,0,####,2.80E-011,44,95.907598,0.2,0.146,0.189,2.2,253.014684,0,1;1;1,19.2674,12.9182,4.86337,1.56756,5.37874,0.0080852,0.0843467,0.247997,0.942928
Ru98,ruthenium,Ru,0,1.9,98,44,54,8,5,d,8,solid,transition metal,1779.7689,[Kr] 5s2 4d6,http://en.wikipedia.org/wiki/Ruthenium,1,####,0,0,####,0,####,8.00E-010,44,97.905287,0.2,0.146,0.189,2.2,253.014684,0,1;1;1,19.2674,12.9182,4.86337,1.56756,5.37874,0.0080852,0.0843467,0.247997,0.942928
Ru99,ruthenium,Ru,2.5,12.7,99,44,55,8,5,d,8,solid,transition metal,1779.7689,[Kr] 5s2 4d6,http://en.wikipedia.org/wiki/Ruthenium,1,####,####,####,####,####,####,6.90E-010,44,98.9059393,0.2,0.146,0.189,2.2,253.014684,0,1;1;1,19.2674,12.9182,4.86337,1.56756,5.37874,0.0080852,0.0843467,0.247997,0.942928
Ru100,ruthenium,Ru,0,12.6,100,44,56,8,5,d,8,solid,transition metal,1779.7689,[Kr] 5s2 4d6,http://en.wikipedia.org/wiki/Ruthenium,1,####,0,0,####,0,####,4.80E-010,44,99.9042197,0.2,0.146,0.189,2.2,253.014684,0,1;1;1,19.2674,12.9182,4.86337,1.56756,5.37874,0.0080852,0.0843467,0.247997,0.942928
Ru101,ruthenium,Ru,2.5,17,101,44,57,8,5,d,8,solid,transition metal,1779.7689,[Kr] 5s2 4d6,http://en.wikipedia.org/wiki/Ruthenium,1,####,####,####,####,####,####,3.30E-010,44,100.9055822,0.2,0.146,0.189,2.2,253.014684,0,1;1;1,19.2674,12.9182,4.86337,1.56756,5.37874,0.0080852,0.0843467,0.247997,0.942928
Ru102,ruthenium,Ru,0,31.6,102,44,58,8,5,d,8,solid,transition metal,1779.7689,[Kr] 5s2 4d6,http://en.wikipedia.org/wiki/Ruthenium,1,####,0,0,####,0,1.45E-008,1.17E-010,44,101.9043495,0.2,0.146,0.189,2.2,253.014684,0,1;1;1,19.2674,12.9182,4.86337,1.56756,5.37874,0.0080852,0.0843467,0.247997,0.942928
Ru104,ruthenium,Ru,0,18.7,104,44,60,8,5,d,8,solid,transition metal,1779.7689,[Kr] 5s2 4d6,http://en.wikipedia.org/wiki/Ruthenium,1,####,0,0,####,0,4.48E-010,3.10E-011,44,103.90543,0.2,0.146,0.189,2.2,253.014684,0,1;1;1,19.2674,12.9182,4.86337,1.56756,5.37874,0.0080852,0.0843467,0.247997,0.942928
Rh,rhodium,Rh,####,100,####,45,####,9,5,d,8,solid,transition metal,1803.56202,[Kr] 5s2 4d7,http://en.wikipedia.org/wiki/Rhodium,1,0.0000588,1.55E-005,2.4025E-010,4.34E-010,3.00E-011,4.60E-010,1.45E-008,45,102.905504,0.2,0.145,0.183,2.28,276.350802,0,1;1;1,19.2957,14.3501,4.73425,1.28918,5.328,0.00751536,0.0821758,0.258749,0.986062
Rh103,rhodium,Rh,0.5,100,103,45,58,9,5,d,8,solid,transition metal,1803.56202,[Kr] 5s2 4d7,http://en.wikipedia.org/wiki/Rhodium,1,0.0000588,1.55E-005,2.4025E-010,4.34E-010,3.00E-011,4.60E-010,1.45E-008,45,102.905504,0.2,0.145,0.183,2.28,276.350802,0,1;1;1,19.2957,14.3501,4.73425,1.28918,5.328,0.00751536,0.0821758,0.258749,0.986062
Pd,palladium,Pd,####,100,####,46,####,10,5,d,8,solid,transition metal,2015.86242,[Kr] 5s2 4d8,http://en.wikipedia.org/wiki/Palladium,1,0.0000591,8.60E-006,7.396E-011,4.39E-010,9.30E-012,4.48E-010,6.90E-010,46,106.42,0.163,0.139,0.179,2.2,135.925452,0,1;1;1,19.3319,15.5017,5.29537,0.605844,5.26593,0.00698655,0.0798929,0.252052,0.768986
Pd102,palladium,Pd,0,1.02,102,46,56,10,5,d,8,solid,transition metal,2015.86242,[Kr] 5s2 4d8,http://en.wikipedia.org/wiki/Palladium,1,0.000077,0,0,7.50E-010,0,7.50E-010,3.40E-010,46,101.905608,0.163,0.139,0.179,2.2,135.925452,0,1;1;1,19.3319,15.5017,5.29537,0.605844,5.26593,0.00698655,0.0798929,0.252052,0.768986
Pd104,palladium,Pd,0,11.14,104,46,58,10,5,d,8,solid,transition metal,2015.86242,[Kr] 5s2 4d8,http://en.wikipedia.org/wiki/Palladium,1,0.000077,0,0,7.50E-010,0,7.50E-010,6.00E-011,46,103.904035,0.163,0.139,0.179,2.2,135.925452,0,1;1;1,19.3319,15.5017,5.29537,0.605844,5.26593,0.00698655,0.0798929,0.252052,0.768986
Pd105,palladium,Pd,2.5,22.33,105,46,59,10,5,d,8,solid,transition metal,2015.86242,[Kr] 5s2 4d8,http://en.wikipedia.org/wiki/Palladium,1,0.000055,-0.000026,6.76E-010,3.80E-010,8.00E-011,4.60E-010,0.000000002,46,104.905084,0.163,0.139,0.179,2.2,135.925452,0,1;1;1,19.3319,15.5017,5.29537,0.605844,5.26593,0.00698655,0.0798929,0.252052,0.768986
Pd106,palladium,Pd,0,27.33,106,46,60,10,5,d,8,solid,transition metal,2015.86242,[Kr] 5s2 4d8,http://en.wikipedia.org/wiki/Palladium,1,0.000064,0,0,5.10E-010,0,5.10E-010,3.04E-011,46,105.903483,0.163,0.139,0.179,2.2,135.925452,0,1;1;1,19.3319,15.5017,5.29537,0.605844,5.26593,0.00698655,0.0798929,0.252052,0.768986
Pd108,palladium,Pd,0,26.46,108,46,62,10,5,d,8,solid,transition metal,2015.86242,[Kr] 5s2 4d8,http://en.wikipedia.org/wiki/Palladium,1,0.000041,0,0,2.10E-010,0,2.10E-010,8.55E-010,46,107.903894,0.163,0.139,0.179,2.2,135.925452,0,1;1;1,19.3319,15.5017,5.29537,0.605844,5.26593,0.00698655,0.0798929,0.252052,0.768986
Pd110,palladium,Pd,0,11.72,110,46,64,10,5,d,8,solid,transition metal,2015.86242,[Kr] 5s2 4d8,http://en.wikipedia.org/wiki/Palladium,1,0.000077,0,0,7.50E-010,0,7.50E-010,2.26E-011,46,109.905152,0.163,0.139,0.179,2.2,135.925452,0,1;1;1,19.3319,15.5017,5.29537,0.605844,5.26593,0.00698655,0.0798929,0.252052,0.768986
Ag,silver,Ag,####,100,####,47,####,11,5,d,8,solid,transition metal,1831.92516,[Kr] 5s2 4d9,http://en.wikipedia.org/wiki/Silver,1,0.00005922,2.15E-005,4.6225E-010,4.41E-010,5.80E-011,4.99E-010,6.33E-009,47,107.8682,0.172,0.145,0.175,1.93,315.420846,0,1;1;1,19.2808,16.6885,4.8045,1.0463,5.179,0.006446,0.074726,0.246605,0.998156
